dataset,N,seed,method,cond,metric,value
Dunnhumby,2497,6,HurdleGBM,all,pit_ks,0.23704971667159275
Dunnhumby,2497,6,HurdleGBM,all,cov95,0.6408544726301736
Dunnhumby,2497,6,HurdleGBM,all,cov50,0.27903871829105475
Dunnhumby,2497,6,HurdleGBM,all,nMAE,0.3775944942101813
Dunnhumby,2497,6,HurdleGBM,x>0,CRPS,7.4334753636671165
Dunnhumby,2497,6,HurdleGBM,x>0,pit_ks,0.24598573075283742
Dunnhumby,2497,6,HurdleGBM,x>0,cov95,0.6400541271989174
Dunnhumby,2497,6,HurdleGBM,x>0,cov50,0.27604871447902574
Dunnhumby,2497,6,HurdleGBM,x>0,nMAE,0.3756306207501645
Dunnhumby,2497,6,QuantileGBM,all,CRPS,6.529538643190922
Dunnhumby,2497,6,QuantileGBM,all,pit_ks,0.06979635914504659
Dunnhumby,2497,6,QuantileGBM,all,cov95,0.8785046728971962
Dunnhumby,2497,6,QuantileGBM,all,cov50,0.4953271028037383
Dunnhumby,2497,6,QuantileGBM,all,nMAE,0.36093511033428005
Dunnhumby,2497,6,QuantileGBM,x>0,CRPS,6.549230505751014
Dunnhumby,2497,6,QuantileGBM,x>0,pit_ks,0.06735394123457861
Dunnhumby,2497,6,QuantileGBM,x>0,cov95,0.8795669824086604
Dunnhumby,2497,6,QuantileGBM,x>0,cov50,0.496617050067659
Dunnhumby,2497,6,QuantileGBM,x>0,nMAE,0.35868611537617895
Dunnhumby,2497,7,BTYD,all,CRPS,6.963835635013351
Dunnhumby,2497,7,BTYD,all,pit_ks,0.16358682682658643
Dunnhumby,2497,7,BTYD,all,cov95,0.8050734312416555
Dunnhumby,2497,7,BTYD,all,cov50,0.37917222963951935
Dunnhumby,2497,7,BTYD,all,nMAE,0.3421039199673336
Dunnhumby,2497,7,BTYD,x>0,CRPS,6.984742873733108
Dunnhumby,2497,7,BTYD,x>0,pit_ks,0.1560195926259239
Dunnhumby,2497,7,BTYD,x>0,cov95,0.8067567567567567
Dunnhumby,2497,7,BTYD,x>0,cov50,0.37972972972972974
Dunnhumby,2497,7,BTYD,x>0,nMAE,0.340285597297574
Dunnhumby,2497,7,PoissonGBM,all,CRPS,7.74578840954606
Dunnhumby,2497,7,PoissonGBM,all,pit_ks,0.2314489434877794
Dunnhumby,2497,7,PoissonGBM,all,cov95,0.6408544726301736
Dunnhumby,2497,7,PoissonGBM,all,cov50,0.2817089452603471
Dunnhumby,2497,7,PoissonGBM,all,nMAE,0.36622090649244593
Dunnhumby,2497,7,PoissonGBM,x>0,CRPS,7.79113
Dunnhumby,2497,7,PoissonGBM,x>0,pit_ks,0.2286173957879312
Dunnhumby,2497,7,PoissonGBM,x>0,cov95,0.6405405405405405
Dunnhumby,2497,7,PoissonGBM,x>0,cov50,0.2810810810810811
Dunnhumby,2497,7,PoissonGBM,x>0,nMAE,0.3650834271675709
Dunnhumby,2497,7,HurdleGBM,all,CRPS,7.683312358144192
Dunnhumby,2497,7,HurdleGBM,all,pit_ks,0.21207332061749473
Dunnhumby,2497,7,HurdleGBM,all,cov95,0.6622162883845126
Dunnhumby,2497,7,HurdleGBM,all,cov50,0.2870493991989319
Dunnhumby,2497,7,HurdleGBM,all,nMAE,0.3644344630461413
Dunnhumby,2497,7,HurdleGBM,x>0,CRPS,7.7303131756756756
Dunnhumby,2497,7,HurdleGBM,x>0,pit_ks,0.21565833637192613
Dunnhumby,2497,7,HurdleGBM,x>0,cov95,0.6608108108108108
Dunnhumby,2497,7,HurdleGBM,x>0,cov50,0.28378378378378377
Dunnhumby,2497,7,HurdleGBM,x>0,nMAE,0.3629849524004504
Dunnhumby,2497,7,QuantileGBM,all,CRPS,6.805380632510014
Dunnhumby,2497,7,QuantileGBM,all,pit_ks,0.06785060542824972
Dunnhumby,2497,7,QuantileGBM,all,cov95,0.8811748998664887
Dunnhumby,2497,7,QuantileGBM,all,cov50,0.4886515353805073
Dunnhumby,2497,7,QuantileGBM,all,nMAE,0.3559360963658636
Dunnhumby,2497,7,QuantileGBM,x>0,CRPS,6.8443065878378375
Dunnhumby,2497,7,QuantileGBM,x>0,pit_ks,0.06852441844775825
Dunnhumby,2497,7,QuantileGBM,x>0,cov95,0.8797297297297297
Dunnhumby,2497,7,QuantileGBM,x>0,cov50,0.4864864864864865
Dunnhumby,2497,7,QuantileGBM,x>0,nMAE,0.35446309755348554
Dunnhumby,2497,8,BTYD,all,CRPS,7.020050849048731
Dunnhumby,2497,8,BTYD,all,pit_ks,0.16980974632843793
Dunnhumby,2497,8,BTYD,all,cov95,0.7823765020026703
Dunnhumby,2497,8,BTYD,all,cov50,0.3751668891855808
Dunnhumby,2497,8,BTYD,all,nMAE,0.3413315821378056
Dunnhumby,2497,8,BTYD,x>0,CRPS,7.100556482263513
Dunnhumby,2497,8,BTYD,x>0,pit_ks,0.17080801824763692
Dunnhumby,2497,8,BTYD,x>0,cov95,0.7797297297297298
Dunnhumby,2497,8,BTYD,x>0,cov50,0.37027027027027026
Dunnhumby,2497,8,BTYD,x>0,nMAE,0.34116517609014196
Dunnhumby,2497,8,PoissonGBM,all,CRPS,7.529548155874498
Dunnhumby,2497,8,PoissonGBM,all,pit_ks,0.2308900545201878
Dunnhumby,2497,8,PoissonGBM,all,cov95,0.6194926568758344
Dunnhumby,2497,8,PoissonGBM,all,cov50,0.2696929238985314
Dunnhumby,2497,8,PoissonGBM,all,nMAE,0.3553495655688018
Dunnhumby,2497,8,PoissonGBM,x>0,CRPS,7.568490641891891
Dunnhumby,2497,8,PoissonGBM,x>0,pit_ks,0.22037327257263284
Dunnhumby,2497,8,PoissonGBM,x>0,cov95,0.6243243243243243
Dunnhumby,2497,8,PoissonGBM,x>0,cov50,0.27297297297297296
Dunnhumby,2497,8,PoissonGBM,x>0,nMAE,0.3529634682431408
Dunnhumby,2497,8,HurdleGBM,all,CRPS,7.374819409212283
Dunnhumby,2497,8,HurdleGBM,all,pit_ks,0.20218570727974267
Dunnhumby,2497,8,HurdleGBM,all,cov95,0.6555407209612817
Dunnhumby,2497,8,HurdleGBM,all,cov50,0.308411214953271
Dunnhumby,2497,8,HurdleGBM,all,nMAE,0.34797433825015156
Dunnhumby,2497,8,HurdleGBM,x>0,CRPS,7.421518065878377
Dunnhumby,2497,8,HurdleGBM,x>0,pit_ks,0.19580162992371913
Dunnhumby,2497,8,HurdleGBM,x>0,cov95,0.6513513513513514
Dunnhumby,2497,8,HurdleGBM,x>0,cov50,0.3081081081081081
Dunnhumby,2497,8,HurdleGBM,x>0,nMAE,0.3452832095396898
Dunnhumby,2497,8,QuantileGBM,all,CRPS,6.709883861815754
Dunnhumby,2497,8,QuantileGBM,all,pit_ks,0.06542056074766356
Dunnhumby,2497,8,QuantileGBM,all,cov95,0.8758344459279038
Dunnhumby,2497,8,QuantileGBM,all,cov50,0.49132176234979974
Dunnhumby,2497,8,QuantileGBM,all,nMAE,0.3409527177207517
Dunnhumby,2497,8,QuantileGBM,x>0,CRPS,6.762137483108108
Dunnhumby,2497,8,QuantileGBM,x>0,pit_ks,0.0662162162162162
Dunnhumby,2497,8,QuantileGBM,x>0,cov95,0.8743243243243243
Dunnhumby,2497,8,QuantileGBM,x>0,cov50,0.4905405405405405
Dunnhumby,2497,8,QuantileGBM,x>0,nMAE,0.3399525036632813
Dunnhumby,2497,9,BTYD,all,CRPS,7.178159107977303
Dunnhumby,2497,9,BTYD,all,pit_ks,0.1900513225763435
Dunnhumby,2497,9,BTYD,all,cov95,0.7730307076101469
Dunnhumby,2497,9,BTYD,all,cov50,0.36315086782376504
Dunnhumby,2497,9,BTYD,all,nMAE,0.3577380033945379
Dunnhumby,2497,9,BTYD,x>0,CRPS,7.208023554104476
Dunnhumby,2497,9,BTYD,x>0,pit_ks,0.18328701761744892
Dunnhumby,2497,9,BTYD,x>0,cov95,0.7761194029850746
Dunnhumby,2497,9,BTYD,x>0,cov50,0.3649932157394844
Dunnhumby,2497,9,BTYD,x>0,nMAE,0.35526927247379564
Dunnhumby,2497,9,PoissonGBM,all,CRPS,7.460930866154873
Dunnhumby,2497,9,PoissonGBM,all,pit_ks,0.2345523545139191
Dunnhumby,2497,9,PoissonGBM,all,cov95,0.6315086782376502
Dunnhumby,2497,9,PoissonGBM,all,cov50,0.2683578104138852
Dunnhumby,2497,9,PoissonGBM,all,nMAE,0.35958956951087795
Dunnhumby,2497,9,PoissonGBM,x>0,CRPS,7.5043539433514255
Dunnhumby,2497,9,PoissonGBM,x>0,pit_ks,0.23885399994761397
Dunnhumby,2497,9,PoissonGBM,x>0,cov95,0.6336499321573948
Dunnhumby,2497,9,PoissonGBM,x>0,cov50,0.26865671641791045
Dunnhumby,2497,9,PoissonGBM,x>0,nMAE,0.3576444467392988
Dunnhumby,2497,9,HurdleGBM,all,CRPS,7.604859579439252
Dunnhumby,2497,9,HurdleGBM,all,pit_ks,0.22645365902090603
Dunnhumby,2497,9,HurdleGBM,all,cov95,0.6568758344459279
Dunnhumby,2497,9,HurdleGBM,all,cov50,0.27369826435246997
Dunnhumby,2497,9,HurdleGBM,all,nMAE,0.36833307617137273
Dunnhumby,2497,9,HurdleGBM,x>0,CRPS,7.655197922320218
Dunnhumby,2497,9,HurdleGBM,x>0,pit_ks,0.2249051880211841
Dunnhumby,2497,9,HurdleGBM,x>0,cov95,0.6580732700135685
Dunnhumby,2497,9,HurdleGBM,x>0,cov50,0.27137042062415195
Dunnhumby,2497,9,HurdleGBM,x>0,nMAE,0.3661640935612124
Dunnhumby,2497,9,QuantileGBM,all,CRPS,6.662365362149532
Dunnhumby,2497,9,QuantileGBM,all,pit_ks,0.04960325139639746
Dunnhumby,2497,9,QuantileGBM,all,cov95,0.8918558077436582
Dunnhumby,2497,9,QuantileGBM,all,cov50,0.4739652870493992
Dunnhumby,2497,9,QuantileGBM,all,nMAE,0.3519004268888546
Dunnhumby,2497,9,QuantileGBM,x>0,CRPS,6.69751744402985
Dunnhumby,2497,9,QuantileGBM,x>0,pit_ks,0.049006282066547266
Dunnhumby,2497,9,QuantileGBM,x>0,cov95,0.8914518317503393
Dunnhumby,2497,9,QuantileGBM,x>0,cov50,0.47489823609226595
Dunnhumby,2497,9,QuantileGBM,x>0,nMAE,0.3496153250374348
Dunnhumby,2497,10,BTYD,all,CRPS,6.97411418349466
Dunnhumby,2497,10,BTYD,all,pit_ks,0.16707452314400228
Dunnhumby,2497,10,BTYD,all,cov95,0.8024032042723631
Dunnhumby,2497,10,BTYD,all,cov50,0.3885180240320427
Dunnhumby,2497,10,BTYD,all,nMAE,0.35417215056593837
Dunnhumby,2497,10,BTYD,x>0,CRPS,7.031575520833333
Dunnhumby,2497,10,BTYD,x>0,pit_ks,0.16188526951347704
Dunnhumby,2497,10,BTYD,x>0,cov95,0.8035230352303523
Dunnhumby,2497,10,BTYD,x>0,cov50,0.3875338753387534
Dunnhumby,2497,10,BTYD,x>0,nMAE,0.35280928514903714
Dunnhumby,2497,10,PoissonGBM,all,CRPS,7.342218165887851
Dunnhumby,2497,10,PoissonGBM,all,pit_ks,0.22208661462785895
Dunnhumby,2497,10,PoissonGBM,all,cov95,0.6582109479305741
Dunnhumby,2497,10,PoissonGBM,all,cov50,0.2696929238985314
Dunnhumby,2497,10,PoissonGBM,all,nMAE,0.3609897341405633
Dunnhumby,2497,10,PoissonGBM,x>0,CRPS,7.387814312330622
Dunnhumby,2497,10,PoissonGBM,x>0,pit_ks,0.21107930137726874
Dunnhumby,2497,10,PoissonGBM,x>0,cov95,0.6639566395663956
Dunnhumby,2497,10,PoissonGBM,x>0,cov50,0.27235772357723576
Dunnhumby,2497,10,PoissonGBM,x>0,nMAE,0.3585597467686626
Dunnhumby,2497,10,HurdleGBM,all,CRPS,7.389700383845127
Dunnhumby,2497,10,HurdleGBM,all,pit_ks,0.21024321428513087
Dunnhumby,2497,10,HurdleGBM,all,cov95,0.6702269692923899
Dunnhumby,2497,10,HurdleGBM,all,cov50,0.2910547396528705
Dunnhumby,2497,10,HurdleGBM,all,nMAE,0.36412213740458016
Dunnhumby,2497,10,HurdleGBM,x>0,CRPS,7.460985459010839
Dunnhumby,2497,10,HurdleGBM,x>0,pit_ks,0.21475332503256592
Dunnhumby,2497,10,HurdleGBM,x>0,cov95,0.6680216802168022
Dunnhumby,2497,10,HurdleGBM,x>0,cov50,0.2845528455284553
Dunnhumby,2497,10,HurdleGBM,x>0,nMAE,0.3631495647586389
Dunnhumby,2497,10,QuantileGBM,all,CRPS,6.609695902870494
Dunnhumby,2497,10,QuantileGBM,all,pit_ks,0.06620293824465084
Dunnhumby,2497,10,QuantileGBM,all,cov95,0.8758344459279038
Dunnhumby,2497,10,QuantileGBM,all,cov50,0.5033377837116155
Dunnhumby,2497,10,QuantileGBM,all,nMAE,0.3521979468281127
Dunnhumby,2497,10,QuantileGBM,x>0,CRPS,6.6693547425474256
Dunnhumby,2497,10,QuantileGBM,x>0,pit_ks,0.06859275520023023
Dunnhumby,2497,10,QuantileGBM,x>0,cov95,0.8739837398373984
Dunnhumby,2497,10,QuantileGBM,x>0,cov50,0.5
Dunnhumby,2497,10,QuantileGBM,x>0,nMAE,0.35093642838301237
Dunnhumby,2497,11,BTYD,all,CRPS,7.014092905123498
Dunnhumby,2497,11,BTYD,all,pit_ks,0.1741301608358644
Dunnhumby,2497,11,BTYD,all,cov95,0.7797062750333779
Dunnhumby,2497,11,BTYD,all,cov50,0.37783711615487314
Dunnhumby,2497,11,BTYD,all,nMAE,0.34137272635915983
Dunnhumby,2497,11,BTYD,x>0,CRPS,7.0111616204330165
Dunnhumby,2497,11,BTYD,x>0,pit_ks,0.17000209197134264
Dunnhumby,2497,11,BTYD,x>0,cov95,0.7834912043301759
Dunnhumby,2497,11,BTYD,x>0,cov50,0.38024357239512857
Dunnhumby,2497,11,BTYD,x>0,nMAE,0.33869828456104945
Dunnhumby,2497,11,PoissonGBM,all,CRPS,7.453155273698263
Dunnhumby,2497,11,PoissonGBM,all,pit_ks,0.21043306589238978
Dunnhumby,2497,11,PoissonGBM,all,cov95,0.6381842456608812
Dunnhumby,2497,11,PoissonGBM,all,cov50,0.25634178905206945
Dunnhumby,2497,11,PoissonGBM,all,nMAE,0.3500653200683348
Dunnhumby,2497,11,PoissonGBM,x>0,CRPS,7.472664292963465
Dunnhumby,2497,11,PoissonGBM,x>0,pit_ks,0.21572614795984438
Dunnhumby,2497,11,PoissonGBM,x>0,cov95,0.6414073071718539
Dunnhumby,2497,11,PoissonGBM,x>0,cov50,0.2584573748308525
Dunnhumby,2497,11,PoissonGBM,x>0,nMAE,0.34798183652875886
Dunnhumby,2497,11,HurdleGBM,all,CRPS,7.353419667890521
Dunnhumby,2497,11,HurdleGBM,all,pit_ks,0.1919506946174763
Dunnhumby,2497,11,HurdleGBM,all,cov95,0.6528704939919893
Dunnhumby,2497,11,HurdleGBM,all,cov50,0.2937249666221629
Dunnhumby,2497,11,HurdleGBM,all,nMAE,0.3438599135765249
Dunnhumby,2497,11,HurdleGBM,x>0,CRPS,7.373148782138024
Dunnhumby,2497,11,HurdleGBM,x>0,pit_ks,0.19699372733181605
Dunnhumby,2497,11,HurdleGBM,x>0,cov95,0.6535859269282814
Dunnhumby,2497,11,HurdleGBM,x>0,cov50,0.2922868741542625
Dunnhumby,2497,11,HurdleGBM,x>0,nMAE,0.3413471241170535
Dunnhumby,2497,11,QuantileGBM,all,CRPS,6.557692089452603
Dunnhumby,2497,11,QuantileGBM,all,pit_ks,0.059571211466842744
Dunnhumby,2497,11,QuantileGBM,all,cov95,0.8985313751668892
Dunnhumby,2497,11,QuantileGBM,all,cov50,0.5046728971962616
Dunnhumby,2497,11,QuantileGBM,all,nMAE,0.33587076675710986
Dunnhumby,2497,11,QuantileGBM,x>0,CRPS,6.571472268267929
Dunnhumby,2497,11,QuantileGBM,x>0,pit_ks,0.05818673883626524
Dunnhumby,2497,11,QuantileGBM,x>0,cov95,0.8985115020297699
Dunnhumby,2497,11,QuantileGBM,x>0,cov50,0.5047361299052774
Dunnhumby,2497,11,QuantileGBM,x>0,nMAE,0.33350151362260344
Dunnhumby,2497,12,BTYD,all,CRPS,6.460279904455941
Dunnhumby,2497,12,BTYD,all,pit_ks,0.15769949848595433
Dunnhumby,2497,12,BTYD,all,cov95,0.8237650200267023
Dunnhumby,2497,12,BTYD,all,cov50,0.3818424566088118
Dunnhumby,2497,12,BTYD,all,nMAE,0.3212282107794029
Dunnhumby,2497,12,BTYD,x>0,CRPS,6.462798582995951
Dunnhumby,2497,12,BTYD,x>0,pit_ks,0.15079640151378382
Dunnhumby,2497,12,BTYD,x>0,cov95,0.8259109311740891
Dunnhumby,2497,12,BTYD,x>0,cov50,0.3832658569500675
Dunnhumby,2497,12,BTYD,x>0,nMAE,0.31930071335275795
Dunnhumby,2497,12,PoissonGBM,all,CRPS,6.893373331108144
Dunnhumby,2497,12,PoissonGBM,all,pit_ks,0.21953153214106674
Dunnhumby,2497,12,PoissonGBM,all,cov95,0.650200267022697
Dunnhumby,2497,12,PoissonGBM,all,cov50,0.2910547396528705
Dunnhumby,2497,12,PoissonGBM,all,nMAE,0.32643758765778397
Dunnhumby,2497,12,PoissonGBM,x>0,CRPS,6.909330296896085
Dunnhumby,2497,12,PoissonGBM,x>0,pit_ks,0.22183021487317237
Dunnhumby,2497,12,PoissonGBM,x>0,cov95,0.6518218623481782
Dunnhumby,2497,12,PoissonGBM,x>0,cov50,0.29284750337381915
Dunnhumby,2497,12,PoissonGBM,x>0,nMAE,0.3247764493117653
Dunnhumby,2497,12,HurdleGBM,all,CRPS,6.890600116822431
Dunnhumby,2497,12,HurdleGBM,all,pit_ks,0.19574829491981233
Dunnhumby,2497,12,HurdleGBM,all,cov95,0.678237650200267
Dunnhumby,2497,12,HurdleGBM,all,cov50,0.30173564753004006
Dunnhumby,2497,12,HurdleGBM,all,nMAE,0.3280905630134241
Dunnhumby,2497,12,HurdleGBM,x>0,CRPS,6.9088083164642375
Dunnhumby,2497,12,HurdleGBM,x>0,pit_ks,0.19538876475601608
Dunnhumby,2497,12,HurdleGBM,x>0,cov95,0.6761133603238867
Dunnhumby,2497,12,HurdleGBM,x>0,cov50,0.300944669365722
Dunnhumby,2497,12,HurdleGBM,x>0,nMAE,0.3262332964935195
Dunnhumby,2497,12,QuantileGBM,all,CRPS,6.2195891188251
Dunnhumby,2497,12,QuantileGBM,all,pit_ks,0.042723631508678195
Dunnhumby,2497,12,QuantileGBM,all,cov95,0.9092122830440588
Dunnhumby,2497,12,QuantileGBM,all,cov50,0.4953271028037383
Dunnhumby,2497,12,QuantileGBM,all,nMAE,0.318873973151673
Dunnhumby,2497,12,QuantileGBM,x>0,CRPS,6.23326592442645
Dunnhumby,2497,12,QuantileGBM,x>0,pit_ks,0.04183535762483126
Dunnhumby,2497,12,QuantileGBM,x>0,cov95,0.9095816464237517
Dunnhumby,2497,12,QuantileGBM,x>0,cov50,0.4939271255060729
Dunnhumby,2497,12,QuantileGBM,x>0,nMAE,0.3171907967447001
Dunnhumby,2497,13,BTYD,all,CRPS,7.13640833611482
Dunnhumby,2497,13,BTYD,all,pit_ks,0.16859920190721633
Dunnhumby,2497,13,BTYD,all,cov95,0.7823765020026703
Dunnhumby,2497,13,BTYD,all,cov50,0.3644859813084112
Dunnhumby,2497,13,BTYD,all,nMAE,0.36685854386525957
Dunnhumby,2497,13,BTYD,x>0,CRPS,7.164483136432927
Dunnhumby,2497,13,BTYD,x>0,pit_ks,0.16792147571867866
Dunnhumby,2497,13,BTYD,x>0,cov95,0.7845528455284553
Dunnhumby,2497,13,BTYD,x>0,cov50,0.36449864498644985
Dunnhumby,2497,13,BTYD,x>0,nMAE,0.36472538638429863
Dunnhumby,2497,13,PoissonGBM,all,CRPS,7.55995509846462
Dunnhumby,2497,13,PoissonGBM,all,pit_ks,0.21806878969669974
Dunnhumby,2497,13,PoissonGBM,all,cov95,0.6221628838451269
Dunnhumby,2497,13,PoissonGBM,all,cov50,0.27636849132176233
Dunnhumby,2497,13,PoissonGBM,all,nMAE,0.3736541946487581
Dunnhumby,2497,13,PoissonGBM,x>0,CRPS,7.599012804878048
Dunnhumby,2497,13,PoissonGBM,x>0,pit_ks,0.2234715952347292
Dunnhumby,2497,13,PoissonGBM,x>0,cov95,0.6219512195121951
Dunnhumby,2497,13,PoissonGBM,x>0,cov50,0.2777777777777778
Dunnhumby,2497,13,PoissonGBM,x>0,nMAE,0.3715974116262902
Dunnhumby,2497,13,HurdleGBM,all,CRPS,7.670713059078771
Dunnhumby,2497,13,HurdleGBM,all,pit_ks,0.2078377300996983
Dunnhumby,2497,13,HurdleGBM,all,cov95,0.630173564753004
Dunnhumby,2497,13,HurdleGBM,all,cov50,0.25500667556742324
Dunnhumby,2497,13,HurdleGBM,all,nMAE,0.3799968020466901
Dunnhumby,2497,13,HurdleGBM,x>0,CRPS,7.715934840785908
Dunnhumby,2497,13,HurdleGBM,x>0,pit_ks,0.2111545623906756
Dunnhumby,2497,13,HurdleGBM,x>0,cov95,0.6273712737127372
Dunnhumby,2497,13,HurdleGBM,x>0,cov50,0.25474254742547425
Dunnhumby,2497,13,HurdleGBM,x>0,nMAE,0.37801486710519283
Dunnhumby,2497,13,QuantileGBM,all,CRPS,6.806764627837117
Dunnhumby,2497,13,QuantileGBM,all,pit_ks,0.06408544726301735
Dunnhumby,2497,13,QuantileGBM,all,cov95,0.8624833110814419
Dunnhumby,2497,13,QuantileGBM,all,cov50,0.4672897196261682
Dunnhumby,2497,13,QuantileGBM,all,nMAE,0.3712557296663469
Dunnhumby,2497,13,QuantileGBM,x>0,CRPS,6.845538448509484
Dunnhumby,2497,13,QuantileGBM,x>0,pit_ks,0.06368563685636852
Dunnhumby,2497,13,QuantileGBM,x>0,cov95,0.8617886178861789
Dunnhumby,2497,13,QuantileGBM,x>0,cov50,0.46747967479674796
Dunnhumby,2497,13,QuantileGBM,x>0,nMAE,0.3693513022086743
Dunnhumby,2497,14,BTYD,all,CRPS,7.00787174566088
Dunnhumby,2497,14,BTYD,all,pit_ks,0.1873894501443517
Dunnhumby,2497,14,BTYD,all,cov95,0.7757009345794392
Dunnhumby,2497,14,BTYD,all,cov50,0.35647530040053405
Dunnhumby,2497,14,BTYD,all,nMAE,0.35977967268682803
Dunnhumby,2497,14,BTYD,x>0,CRPS,7.077160823170731
Dunnhumby,2497,14,BTYD,x>0,pit_ks,0.18859217713819798
Dunnhumby,2497,14,BTYD,x>0,cov95,0.7777777777777778
Dunnhumby,2497,14,BTYD,x>0,cov50,0.35501355013550134
Dunnhumby,2497,14,BTYD,x>0,nMAE,0.35872679045092837
Dunnhumby,2497,14,PoissonGBM,all,CRPS,7.142701835781041
Dunnhumby,2497,14,PoissonGBM,all,pit_ks,0.21188355258878938
Dunnhumby,2497,14,PoissonGBM,all,cov95,0.6515353805073432
Dunnhumby,2497,14,PoissonGBM,all,cov50,0.3030707610146863
Dunnhumby,2497,14,PoissonGBM,all,nMAE,0.35496001271119115
Dunnhumby,2497,14,PoissonGBM,x>0,CRPS,7.217829183604337
Dunnhumby,2497,14,PoissonGBM,x>0,pit_ks,0.20679756276094508
Dunnhumby,2497,14,PoissonGBM,x>0,cov95,0.6504065040650406
Dunnhumby,2497,14,PoissonGBM,x>0,cov50,0.3035230352303523
Dunnhumby,2497,14,PoissonGBM,x>0,nMAE,0.3539522546419098
Dunnhumby,2497,14,HurdleGBM,all,CRPS,7.1723265687583435
Dunnhumby,2497,14,HurdleGBM,all,pit_ks,0.2109859377353704
Dunnhumby,2497,14,HurdleGBM,all,cov95,0.6582109479305741
Dunnhumby,2497,14,HurdleGBM,all,cov50,0.29506008010680906
Dunnhumby,2497,14,HurdleGBM,all,nMAE,0.3564165033631693
Dunnhumby,2497,14,HurdleGBM,x>0,CRPS,7.242655191395665
Dunnhumby,2497,14,HurdleGBM,x>0,pit_ks,0.20798851199078416
Dunnhumby,2497,14,HurdleGBM,x>0,cov95,0.6531165311653117
Dunnhumby,2497,14,HurdleGBM,x>0,cov50,0.29132791327913277
Dunnhumby,2497,14,HurdleGBM,x>0,nMAE,0.35472148541114057
Dunnhumby,2497,14,QuantileGBM,all,CRPS,6.511140195260347
Dunnhumby,2497,14,QuantileGBM,all,pit_ks,0.055245012088594704
Dunnhumby,2497,14,QuantileGBM,all,cov95,0.8918558077436582
Dunnhumby,2497,14,QuantileGBM,all,cov50,0.4979973297730307
Dunnhumby,2497,14,QuantileGBM,all,nMAE,0.35474815952544886
Dunnhumby,2497,14,QuantileGBM,x>0,CRPS,6.577735670731705
Dunnhumby,2497,14,QuantileGBM,x>0,pit_ks,0.05533848498366717
Dunnhumby,2497,14,QuantileGBM,x>0,cov95,0.8902439024390244
Dunnhumby,2497,14,QuantileGBM,x>0,cov50,0.4959349593495935
Dunnhumby,2497,14,QuantileGBM,x>0,nMAE,0.35371352785145893
Ta-Feng,22715,0,BTYD,all,CRPS,0.9560713982701056
Ta-Feng,22715,0,BTYD,all,pit_ks,0.06958204272835777
Ta-Feng,22715,0,BTYD,all,cov95,0.9735837980628118
Ta-Feng,22715,0,BTYD,all,cov50,0.7481655415321398
Ta-Feng,22715,0,BTYD,all,nMAE,0.6934974034770829
Ta-Feng,22715,0,BTYD,x>0,CRPS,1.2949898544896168
Ta-Feng,22715,0,BTYD,x>0,pit_ks,0.07778753928111076
Ta-Feng,22715,0,BTYD,x>0,cov95,0.9689967826849956
Ta-Feng,22715,0,BTYD,x>0,cov50,0.6984498391342497
Ta-Feng,22715,0,BTYD,x>0,nMAE,0.6028137474442605
Ta-Feng,22715,0,PoissonGBM,all,CRPS,0.9326864075799823
Ta-Feng,22715,0,PoissonGBM,all,pit_ks,0.08849528628543363
Ta-Feng,22715,0,PoissonGBM,all,cov95,0.9423246257704726
Ta-Feng,22715,0,PoissonGBM,all,cov50,0.6664220722042853
Ta-Feng,22715,0,PoissonGBM,all,nMAE,0.6759614660946791
Ta-Feng,22715,0,PoissonGBM,x>0,CRPS,1.259548466291313
Ta-Feng,22715,0,PoissonGBM,x>0,pit_ks,0.09309559974888396
Ta-Feng,22715,0,PoissonGBM,x>0,cov95,0.9257092717168762
Ta-Feng,22715,0,PoissonGBM,x>0,cov50,0.5270546943550746
Ta-Feng,22715,0,PoissonGBM,x>0,nMAE,0.5735079349625158
Ta-Feng,22715,0,HurdleGBM,all,CRPS,0.9271453358893454
Ta-Feng,22715,0,HurdleGBM,all,pit_ks,0.04320785762235613
Ta-Feng,22715,0,HurdleGBM,all,cov95,0.9580275902553567
Ta-Feng,22715,0,HurdleGBM,all,cov50,0.7713530965658938
Ta-Feng,22715,0,HurdleGBM,all,nMAE,0.6843907578836458
Ta-Feng,22715,0,HurdleGBM,x>0,CRPS,1.2584658617285758
Ta-Feng,22715,0,HurdleGBM,x>0,pit_ks,0.06700124986047729
Ta-Feng,22715,0,HurdleGBM,x>0,cov95,0.9464755776542849
Ta-Feng,22715,0,HurdleGBM,x>0,cov50,0.6516525299795262
Ta-Feng,22715,0,HurdleGBM,x>0,nMAE,0.5869438224126181
Ta-Feng,22715,0,QuantileGBM,all,CRPS,0.9150460990240681
Ta-Feng,22715,0,QuantileGBM,all,pit_ks,0.021447203003520543
Ta-Feng,22715,0,QuantileGBM,all,cov95,0.970208394481949
Ta-Feng,22715,0,QuantileGBM,all,cov50,0.7525682418550044
Ta-Feng,22715,0,QuantileGBM,all,nMAE,0.6709942048618952
Ta-Feng,22715,0,QuantileGBM,x>0,CRPS,1.2368556266452178
Ta-Feng,22715,0,QuantileGBM,x>0,pit_ks,0.02410219819388526
Ta-Feng,22715,0,QuantileGBM,x>0,cov95,0.9689967826849956
Ta-Feng,22715,0,QuantileGBM,x>0,cov50,0.674758701374671
Ta-Feng,22715,0,QuantileGBM,x>0,nMAE,0.5738000194723006
